study_area,id,Latitude,Longitude,orbit,incidence_angle,field_id,date,soil_moisture,G_VH_dB,G_VV_dB,projectedLocalIncidenceAngle,assumed_clay_content,C11_ILSF9_BI1000_dB,C22_ILSF9_BI1000_dB,Surface_r_ILSF9_BI1000,Volume_g_ILSF9_BI1000,Ratio_b_ILSF9_BI1000,projectedLocalIncidenceAngle,soil_complex,soil_type,soil_texture,top_texture,range_clay_content,assumed_clay_content
KEDZIERZYN,KU01,50.3187788,18.2009257,A175,36.95,KU,12.10.2024,39.76,-19.68,-8.48,38.71,42.0,-11.5373,-22.5012,-13.443,-16.292,2.849,38.71,2,F,gsp,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KZ04,50.2829845,18.2277845,A175,36.95,KZ,12.10.2024,31.43,-17.99,-9.74,35.31,42.0,-12.6137,-21.2451,-15.241,-15.475,0.234,35.31,8,F,gsp,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA01,50.3094774,18.1076708,A175,36.95,KKA,13.10.2024,17.34,-21.69,-10.32,34.13,42.0,-13.5894,-25.0845,-14.924,-17.872,2.947,34.13,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA02,50.3098034,18.1073241,A175,36.95,KKA,13.10.2024,19.68,-21.25,-10.06,35.19,42.0,-13.4612,-22.0196,-15.664,-16.369,0.706,35.19,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA03,50.3100706,18.1070134,A175,36.95,KKA,13.10.2024,17.02,-21.25,-9.62,37.66,42.0,-12.7539,-22.4806,-14.606,-16.428,1.821,37.66,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA04,50.3103678,18.1074299,A175,36.95,KKA,13.10.2024,18.29,-18.84,-7.7,36.66,42.0,-12.8845,-21.9421,-14.487,-16.214,1.727,36.66,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA05,50.3101045,18.1077494,A175,36.95,KKA,13.10.2024,19.0,-19.51,-8.71,36.98,42.0,-12.7275,-21.8153,-14.923,-15.805,0.883,36.98,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
KEDZIERZYN,KKA06,50.309831,18.1080649,A175,36.95,KKA,13.10.2024,17.67,-18.98,-9.29,36.42,42.0,-12.7494,-22.0925,-14.969,-16.124,1.155,36.42,2,A,gsp:gs,gliny średnie pyłowe,35 - 50,42.0
OBORY,OM01,52.0792866,21.1792067,A102,42.91,OM,13.09.2024,11.29,-21.51,-13.16,42.97,52.0,-16.4195,-24.3763,-19.054,-18.442,-0.613,42.97,2,F,ip,iły pylaste,pow 50,52.0
OBORY,OM02,52.0789314,21.1791732,A102,42.91,OM,13.09.2024,10.76,-23.61,-12.82,42.93,52.0,-15.147,-26.6974,-16.806,-20.088,3.282,42.93,2,F,ip,iły pylaste,pow 50,52.0
OBORY,OM03,52.0785768,21.1791466,A102,42.91,OM,13.09.2024,10.96,-23.65,-13.14,42.86,52.0,-16.3449,-26.8353,-17.81,-20.523,2.714,42.86,2,F,ip,iły pylaste,pow 50,52.0
OBORY,OM04,52.0782282,21.1791272,A102,42.91,OM,13.09.2024,11.45,-23.14,-12.84,43.28,52.0,-17.548,-27.2879,-18.788,-21.456,2.668,43.28,2,F,ip,iły pylaste,pow 50,52.0
OBORY,OM05,52.077837,21.1790961,A102,42.91,OM,13.09.2024,11.45,-23.34,-13.68,43.84,52.0,-16.5707,-26.6818,-18.42,-20.799,2.379,43.84,2,F,ip,iły pylaste,pow 50,52.0
OBORY,OM06,52.0777604,21.178293,A102,42.91,OM,13.09.2024,11.01,-23.0,-13.2,42.97,52.0,-17.3972,-24.8356,-20.676,-18.931,-1.744,42.97,2,F,ip,iły pylaste,pow 50,52.0
KEDZIERZYN,KKH01,50.2731706,18.065235,A175,36.95,KKH,13.10.2024,33.64,-19.92,-10.34,38.18,42.0,-14.5138,-22.4417,-17.776,-16.646,-1.129,38.18,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKH02,50.2728502,18.0650141,A175,36.95,KKH,13.10.2024,33.57,-19.57,-10.32,36.47,42.0,-14.2891,-22.0711,-17.172,-16.415,-0.757,36.47,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKH03,50.2725712,18.064714,A175,36.95,KKH,13.10.2024,35.42,-18.03,-9.58,36.74,42.0,-13.4596,-21.562,-16.913,-15.536,-1.377,36.74,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKH04,50.2722049,18.0651258,A175,36.95,KKH,13.10.2024,37.38,-18.9,-10.14,36.98,42.0,-12.9553,-20.7564,-16.408,-14.777,-1.632,36.98,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKH05,50.272553,18.0654644,A175,36.95,KKH,13.10.2024,34.81,-19.8,-10.67,36.74,42.0,-13.8372,-20.9641,-17.352,-15.301,-2.052,36.74,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKH06,50.2729561,18.0658952,A175,36.95,KKH,13.10.2024,33.11,-20.56,-10.17,39.26,42.0,-15.6642,-22.1864,-18.582,-16.379,-2.203,39.26,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKK01,50.2619424,18.0375247,A175,36.95,KKK,13.10.2024,28.5,-20.68,-9.63,36.0,42.0,-12.2993,-25.2225,-12.988,-18.548,5.56,36.0,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKK02,50.2617931,18.0380612,A175,36.95,KKK,13.10.2024,30.66,-19.31,-8.9,39.78,42.0,-12.1655,-23.2855,-13.144,-17.443,4.299,39.78,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKK03,50.2614965,18.0384473,A175,36.95,KKK,13.10.2024,29.67,-21.29,-10.28,36.0,42.0,-13.4672,-22.307,-15.115,-17.01,1.895,36.0,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKK04,50.2611632,18.0386071,A175,36.95,KKK,13.10.2024,33.89,-22.97,-10.85,36.78,42.0,-13.2068,-24.4493,-14.66,-18.065,3.405,36.78,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKK05,50.2612939,18.0379598,A175,36.95,KKK,13.10.2024,28.92,-20.87,-9.1,37.31,42.0,-11.6248,-23.7253,-12.885,-17.388,4.503,37.31,1,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKL01,50.2616785,18.0368007,A175,36.95,KKL,13.10.2024,33.58,-23.18,-9.98,36.88,42.0,-14.0418,-22.902,-15.962,-17.121,1.16,36.88,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKL02,50.2618753,18.036375,A175,36.95,KKL,13.10.2024,34.52,-21.16,-10.12,36.8,42.0,-14.0654,-21.6329,-16.374,-16.173,-0.2,36.8,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO01,50.2538644,18.0192288,A175,36.95,KKO,13.10.2024,34.87,-20.34,-8.5,33.57,42.0,-11.5255,-21.7469,-13.157,-16.113,2.956,33.57,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO02,50.253867,18.0197327,A175,36.95,KKO,13.10.2024,34.22,-21.14,-9.01,36.1,42.0,-11.7713,-22.6795,-13.018,-16.638,3.621,36.1,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO03,50.2538634,18.0203065,A175,36.95,KKO,13.10.2024,34.84,-22.04,-9.23,33.88,42.0,-12.2356,-24.3419,-13.496,-16.907,3.411,33.88,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO04,50.2543216,18.0206383,A175,36.95,KKO,13.10.2024,32.08,-21.77,-9.35,36.2,42.0,-12.3024,-23.1957,-13.598,-16.896,3.298,36.2,3,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO05,50.2548429,18.0208417,A175,36.95,KKO,13.10.2024,34.06,-20.51,-8.01,37.34,42.0,-11.8867,-23.0458,-12.549,-17.244,4.695,37.34,3,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
KEDZIERZYN,KKO06,50.2552048,18.0208946,A175,36.95,KKO,13.10.2024,30.5,-21.0,-8.64,36.26,42.0,-11.4945,-23.9236,-12.364,-17.824,5.459,36.26,2,B,li,gleby lessowe i lessowwe mocne,pow 35,42.0
JECAM,JA01,52.0819531,16.676148,A073,42.0,JA,06.10.2024,17.2,-22.86,-13.47,40.96,13.0,-15.4288,-22.8648,-18.82,-17.081,-1.739,40.96,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JA02,52.0821476,16.6766334,A073,42.0,JA,06.10.2024,16.48,-23.8,-13.1,41.37,13.0,-15.8468,-24.0052,-18.435,-17.864,-0.571,41.37,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JA03,52.081892,16.6770267,A073,42.0,JA,06.10.2024,16.73,-22.85,-12.03,42.54,13.0,-14.9922,-24.8526,-16.901,-18.52,1.619,42.54,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JB01,52.0765568,16.741032,A073,42.0,JB,06.10.2024,16.28,-25.51,-15.9,43.77,13.0,-17.9267,-24.9386,-21.187,-19.279,-1.908,43.77,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JS01,52.1148455,16.6800849,A073,42.0,JS,07.10.2024,16.05,-19.8,-11.94,41.87,13.0,-16.7874,-22.412,-21.927,-16.462,-5.465,41.87,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JS02,52.1146218,16.6796991,A073,42.0,JS,07.10.2024,13.74,-21.77,-11.45,41.83,13.0,-14.8243,-25.6357,-16.752,-18.936,2.184,41.83,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JS03,52.1146128,16.6790939,A073,42.0,JS,07.10.2024,12.74,-21.57,-11.3,41.21,13.0,-14.8462,-23.5526,-16.207,-17.994,1.787,41.21,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WG04,52.0196224,16.7245024,A073,42.0,WG,05.10.2024,12.64,-23.16,-12.21,42.02,13.0,-13.8198,-24.0804,-15.215,-18.256,3.041,42.02,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WG05,52.019891,16.7248906,A073,42.0,WG,05.10.2024,12.65,-22.38,-11.83,43.12,13.0,-14.2546,-23.7983,-16.033,-18.004,1.971,43.12,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WG06,52.0201514,16.7253149,A073,42.0,WG,05.10.2024,13.22,-23.23,-13.11,42.55,13.0,-15.552,-24.8077,-17.714,-18.4,0.686,42.55,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WJ01,52.0243871,16.7627482,A073,42.0,WJ,05.10.2024,12.18,-23.36,-12.84,40.33,13.0,-14.9582,-23.9068,-17.356,-17.707,0.351,40.33,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WJ02,52.024673,16.7623498,A073,42.0,WJ,05.10.2024,14.55,-23.79,-12.69,41.6,13.0,-16.4136,-23.1176,-19.279,-17.538,-1.741,41.6,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WJ03,52.0249207,16.7628436,A073,42.0,WJ,05.10.2024,16.75,-23.17,-11.95,41.79,13.0,-16.3683,-24.1374,-18.691,-18.275,-0.416,41.79,4,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB01,52.081386,21.136126,A029,34.55,OB,08.09.2024,6.38,-23.76,-16.83,33.17,13.0,-18.2245,-24.4129,-23.743,-18.443,-5.3,33.17,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB02,52.081835,21.136565,A029,34.55,OB,08.09.2024,6.4,-25.28,-17.92,34.48,13.0,-19.2772,-26.3541,-23.694,-19.726,-3.968,34.48,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB03,52.082015,21.135836,A029,34.55,OB,08.09.2024,6.67,-24.91,-15.56,34.76,13.0,-18.7354,-24.614,-24.283,-18.686,-5.597,34.76,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB04,52.082465,21.1354,A029,34.55,OB,08.09.2024,6.05,-25.82,-15.87,37.69,13.0,-18.7685,-25.4732,-22.327,-19.883,-2.444,37.69,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB05,52.082106,21.135107,A029,34.55,OB,08.09.2024,5.82,-26.13,-16.57,34.47,13.0,-18.6196,-24.8232,-24.69,-18.909,-5.781,34.47,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OB09,52.081026,21.135833,A029,34.55,OB,08.09.2024,6.68,-23.63,-16.38,36.36,13.0,-18.1453,-24.7534,-21.624,-19.032,-2.592,36.36,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD05,52.0656602,21.1444608,A029,34.55,OD,08.09.2024,10.52,-24.23,-13.57,34.49,13.0,-16.9854,-25.3889,-19.365,-19.308,-0.057,34.49,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OD06,52.0657596,21.1450513,A029,34.55,OD,08.09.2024,11.82,-24.33,-13.28,34.49,13.0,-17.1534,-25.0212,-19.763,-18.75,-1.013,34.49,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE08,52.0686474,21.1488482,A029,34.55,OE,28.08.2024,12.18,-22.36,-11.56,31.96,13.0,-13.3158,-22.2168,-16.348,-16.638,0.289,31.96,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE08,52.0686474,21.1488482,A102,42.91,OE,01.09.2024,9.84,-24.14,-13.98,40.54,13.0,-16.2246,-24.8976,-17.559,-19.337,1.778,40.54,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE09,52.0680467,21.1492991,A029,34.55,OE,28.08.2024,16.58,-23.06,-14.07,31.56,13.0,-16.0724,-24.5651,-19.291,-18.073,-1.218,31.56,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OE09,52.0680467,21.1492991,A102,42.91,OE,01.09.2024,13.0,-24.81,-13.09,39.89,13.0,-16.0156,-26.1425,-17.875,-19.658,1.783,39.89,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP01,52.071671,21.140036,A029,34.55,OP,28.08.2024,11.57,-21.02,-12.87,34.57,13.0,-17.9989,-21.6239,-28.436,-16.479,-11.957,34.57,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP02,52.071401,21.140618,A029,34.55,OP,28.08.2024,11.79,-20.87,-13.3,34.33,13.0,-17.0159,-22.0932,-24.23,-16.416,-7.814,34.33,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP03,52.07095,21.141055,A029,34.55,OP,28.08.2024,10.38,-21.44,-12.92,34.14,13.0,-15.7565,-22.6376,-20.035,-16.757,-3.278,34.14,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP04,52.07068,21.141492,A029,34.55,OP,28.08.2024,12.69,-21.08,-12.44,33.02,13.0,-14.906,-22.3257,-18.074,-16.729,-1.344,33.02,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP05,52.0705,21.141783,A029,34.55,OP,28.08.2024,12.73,-22.03,-13.36,34.17,13.0,-14.6694,-22.1848,-17.41,-16.965,-0.446,34.17,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP06,52.07023,21.14222,A029,34.55,OP,28.08.2024,12.52,-21.17,-11.85,36.12,13.0,-14.605,-21.4707,-18.432,-15.606,-2.826,36.12,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP07,52.070051,21.141635,A029,34.55,OP,28.08.2024,11.87,-22.75,-12.38,36.11,13.0,-15.2097,-21.982,-18.569,-16.475,-2.094,36.11,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OP08,52.070051,21.141052,A029,34.55,OP,28.08.2024,11.19,-22.8,-12.86,31.65,13.0,-15.2418,-23.0525,-18.445,-17.288,-1.157,31.65,5,A,pgl:gl,piaski gliniaste lekkie,10 - 15,13.0
BRWINOW,BC01,52.148955,20.6919938,A102,41.14,BC,19.10.2024,23.53,-22.02,-11.95,40.906,14.0,-15.5025,-22.8082,-17.716,-17.599,-0.117,40.906,5,A,pgl:gs,piaski gliniaste lekkie,10 - 15,14.0
BRWINOW,BC02,52.1484987,20.6920759,A102,41.14,BC,19.10.2024,23.06,-23.08,-11.29,40.497,14.0,-17.5797,-25.3071,-19.586,-19.474,-0.112,40.497,5,A,pgl:gs,piaski gliniaste lekkie,10 - 15,14.0
BRWINOW,BC05,52.148256,20.6929998,A102,41.14,BC,19.10.2024,23.85,-25.17,-11.52,41.95,14.0,-16.4983,-25.597,-18.369,-19.774,1.406,41.95,5,A,pgl:gs,piaski gliniaste lekkie,10 - 15,14.0
BRWINOW,BC06,52.1485914,20.6931168,A102,41.14,BC,19.10.2024,23.69,-22.77,-11.77,43.436,14.0,-17.2372,-24.4733,-20.991,-18.158,-2.832,43.436,5,A,pgl:gs,piaski gliniaste lekkie,10 - 15,14.0
JECAM,JI01,52.1041177,16.8598182,A073,42.0,JI,06.10.2024,16.48,-24.37,-11.2,42.24,13.0,-14.0299,-24.1854,-15.901,-18.654,2.753,42.24,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JI02,52.1042636,16.8592585,A073,42.0,JI,06.10.2024,18.28,-24.37,-11.7,42.23,13.0,-15.0355,-25.9452,-16.412,-20.006,3.594,42.23,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JI03,52.1047157,16.8594404,A073,42.0,JI,06.10.2024,18.84,-23.98,-11.97,42.11,13.0,-16.5009,-26.3881,-17.609,-20.627,3.019,42.11,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JI04,52.1045817,16.859982,A073,42.0,JI,06.10.2024,18.14,-23.56,-11.04,41.94,13.0,-15.1765,-26.323,-16.263,-20.402,4.139,41.94,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO01,52.1326856,16.9404659,A073,42.0,JO,06.10.2024,31.04,-19.65,-11.48,45.54,13.0,-16.0669,-23.9342,-18.936,-17.992,-0.944,45.54,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO02,52.132752,16.9399637,A073,42.0,JO,06.10.2024,28.04,-20.16,-12.53,45.57,13.0,-16.3692,-23.5159,-19.562,-17.758,-1.804,45.57,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO03,52.1330436,16.9402058,A073,42.0,JO,06.10.2024,30.15,-19.9,-12.21,42.57,13.0,-14.602,-22.6395,-17.409,-17.019,-0.39,42.57,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO04,52.1333494,16.9402614,A073,42.0,JO,06.10.2024,24.19,-19.55,-12.03,42.72,13.0,-15.0953,-22.6939,-18.371,-16.593,-1.778,42.72,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO05,52.1335141,16.9406502,A073,42.0,JO,06.10.2024,25.27,-20.91,-12.37,42.63,13.0,-15.853,-21.6019,-20.79,-16.044,-4.745,42.63,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO06,52.1335643,16.9410436,A073,42.0,JO,06.10.2024,28.44,-21.05,-12.54,44.25,13.0,-15.1723,-23.439,-17.525,-17.194,-0.331,44.25,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO07,52.1336121,16.94144,A073,42.0,JO,06.10.2024,26.64,-20.6,-11.49,42.78,13.0,-14.0852,-22.8036,-16.049,-17.067,1.018,42.78,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JO08,52.1329527,16.941629,A073,42.0,JO,06.10.2024,21.38,-22.25,-12.45,40.41,13.0,-14.4615,-24.9477,-16.055,-18.977,2.922,40.41,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JT01,52.1579906,16.7855667,A073,42.0,JT,07.10.2024,14.32,-23.52,-12.12,41.41,13.0,-16.0495,-25.7598,-17.493,-19.854,2.36,41.41,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JT02,52.1576607,16.7858482,A073,42.0,JT,07.10.2024,11.68,-23.76,-11.8,43.15,13.0,-16.1402,-25.3334,-18.339,-19.197,0.858,43.15,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JT03,52.1573513,16.7855414,A073,42.0,JT,07.10.2024,11.88,-24.53,-13.11,39.88,13.0,-16.492,-26.0516,-17.722,-19.917,2.195,39.88,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,JT04,52.1575813,16.7850695,A073,42.0,JT,07.10.2024,12.68,-25.06,-13.03,39.71,13.0,-16.3277,-26.5519,-18.253,-20.469,2.216,39.71,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB01,52.0256186,16.6988535,A073,42.0,WB,05.10.2024,18.94,-21.15,-11.08,39.41,13.0,-13.1899,-21.8451,-15.941,-16.216,0.275,39.41,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB02,52.0258823,16.6993355,A073,42.0,WB,05.10.2024,21.28,-19.94,-9.96,47.42,13.0,-13.4115,-22.5714,-15.559,-16.518,0.959,47.42,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB03,52.0261093,16.6997963,A073,42.0,WB,05.10.2024,21.03,-19.65,-10.97,39.11,13.0,-13.9812,-22.2701,-16.516,-15.877,-0.64,39.11,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB04,52.0262272,16.7005114,A073,42.0,WB,05.10.2024,21.76,-19.03,-11.4,38.83,13.0,-14.733,-19.9546,-21.218,-14.38,-6.838,38.83,4,Bk,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB05,52.0264495,16.7012436,A073,42.0,WB,05.10.2024,22.39,-18.19,-10.79,41.86,13.0,-13.5319,-19.6681,-18.117,-14.41,-3.707,41.86,4,Bk,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB06,52.0259188,16.7011046,A073,42.0,WB,05.10.2024,20.54,-17.82,-11.1,42.45,13.0,-13.9699,-20.5996,-21.066,-14.314,-6.752,42.45,4,Bk,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB07,52.0255634,16.7004339,A073,42.0,WB,05.10.2024,19.14,-20.04,-11.74,38.14,13.0,-14.4217,-20.4169,-18.871,-14.864,-4.007,38.14,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WB08,52.0253089,16.6999357,A073,42.0,WB,05.10.2024,17.41,-20.45,-11.06,43.34,13.0,-13.8832,-22.233,-16.509,-16.227,-0.282,43.34,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE01,52.0133094,16.714865,A073,42.0,WE,05.10.2024,17.67,-22.19,-13.03,38.26,13.0,-14.3723,-23.3872,-16.233,-17.355,1.122,38.26,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE02,52.0130465,16.7144676,A073,42.0,WE,05.10.2024,19.98,-22.29,-13.55,43.23,13.0,-15.8377,-23.8822,-18.235,-17.739,-0.497,43.23,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE03,52.0127969,16.714041,A073,42.0,WE,05.10.2024,16.72,-23.06,-12.57,41.94,13.0,-16.3833,-23.9092,-18.892,-18.042,-0.849,41.94,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE04,52.0124129,16.7140109,A073,42.0,WE,05.10.2024,18.04,-24.18,-11.98,41.29,13.0,-14.5544,-24.4578,-16.467,-18.381,1.914,41.29,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE05,52.0119388,16.7137682,A073,42.0,WE,05.10.2024,17.54,-23.57,-12.77,38.97,13.0,-15.0748,-23.2193,-17.141,-17.231,0.09,38.97,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE06,52.011504,16.7134547,A073,42.0,WE,05.10.2024,18.24,-23.26,-12.53,41.59,13.0,-14.8903,-22.6084,-16.65,-17.028,0.378,41.59,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE07,52.011133,16.7128888,A073,42.0,WE,05.10.2024,20.55,-22.33,-11.74,41.59,13.0,-14.3875,-23.3696,-17.368,-17.126,-0.243,41.59,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE08,52.0111839,16.7135587,A073,42.0,WE,05.10.2024,20.73,-21.38,-10.83,41.44,13.0,-13.9289,-23.1239,-15.932,-17.428,1.495,41.44,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE09,52.0110672,16.7145768,A073,42.0,WE,05.10.2024,21.3,-21.4,-10.3,41.86,13.0,-14.9698,-22.6868,-17.347,-16.998,-0.349,41.86,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE10,52.0113523,16.7149727,A073,42.0,WE,05.10.2024,19.5,-22.03,-12.06,39.78,13.0,-14.6233,-21.6598,-17.761,-16.217,-1.544,39.78,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WE11,52.0119082,16.7150785,A073,42.0,WE,05.10.2024,18.99,-22.85,-12.02,41.56,13.0,-14.7812,-23.6613,-17.417,-17.538,0.121,41.56,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WP01,52.0309879,16.7855659,A073,42.0,WP,05.10.2024,17.91,-23.2,-12.41,40.95,13.0,-15.7581,-24.6796,-17.236,-18.745,1.509,40.95,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WP02,52.0307985,16.7860571,A073,42.0,WP,05.10.2024,17.72,-22.29,-12.98,41.09,13.0,-17.2063,-25.2292,-18.18,-19.305,1.125,41.09,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WP03,52.0304911,16.7860805,A073,42.0,WP,05.10.2024,18.12,-22.93,-12.93,40.33,13.0,-15.9947,-24.6641,-17.776,-18.996,1.221,40.33,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
JECAM,WP04,52.0306119,16.7856256,A073,42.0,WP,05.10.2024,18.95,-22.52,-12.06,40.71,13.0,-14.7627,-25.4648,-16.471,-19.249,2.778,40.71,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
OBORY,OC03,52.0681501,21.1449682,A029,34.55,OC,28.08.2024,14.82,-21.92,-11.94,33.83,13.0,-13.5343,-21.9309,-15.379,-16.155,0.777,33.83,4,A,pgl.gl,piaski gliniaste lekkie,10 - 15,13.0
